Mod:Item:MetaData, Localized Name
gregtech:turbine_casing:2, Stainless Steel Gearbox Casing
gregtech:turbine_casing:3, Titanium Gearbox Casing
gregtech:turbine_casing:4, Tungstensteel Gearbox Casing
gregtech:turbine_casing:5, Steel Turbine Casing
gregtech:turbine_casing:6, Titanium Turbine Casing
gregtech:turbine_casing:7, Stainless Turbine Casing
gregtech:turbine_casing:8, Tungstensteel Turbine Casing
gregtech:machine_casing:0, ULV Machine Casing
gregtech:machine_casing:1, LV Machine Casing
gregtech:machine_casing:2, MV Machine Casing
gregtech:machine_casing:3, HV Machine Casing
gregtech:machine_casing:4, EV Machine Casing
gregtech:machine_casing:5, IV Machine Casing
gregtech:machine_casing:6, LuV Machine Casing
gregtech:machine_casing:7, ZPM Machine Casing
gregtech:machine_casing:8, UV Machine Casing
gregtech:machine_casing:9, UHV Machine Casing
gregtech:machine_casing:10, UEV Machine Casing
gregtech:machine_casing:11, UIV Machine Casing
gregtech:machine_casing:12, UXV Machine Casing
gregtech:machine_casing:13, OpV Machine Casing
gregtech:machine_casing:14, MAX Machine Casing
gregtech:steam_casing:0, Bronze Hull
gregtech:steam_casing:1, Bricked Bronze Hull
gregtech:steam_casing:2, Steel Hull
gregtech:steam_casing:3, Bricked Wrought Iron Hull
gregtech:steam_casing:4, Pump Deck
gregtech:steam_casing:5, Wooden Wall
gregtech:multiblock_casing:0, Engine Intake Casing
gregtech:multiblock_casing:1, Extreme Engine Intake Casing
gregtech:multiblock_casing:2, Grate Machine Casing
gregtech:multiblock_casing:3, Assembly Control Casing
gregtech:multiblock_casing:4, Assembly Line Casing
gregtech:transparent_casing:0, Tempered Glass
gregtech:transparent_casing:1, Fusion Glass
gregtech:transparent_casing:2, Laminated Glass
gregtech:transparent_casing:3, Cleanroom Glass
gregtech:wire_coil:0, Cupronickel Coil Block
gregtech:wire_coil:1, Kanthal Coil Block
gregtech:wire_coil:2, Nichrome Coil Block
gregtech:wire_coil:3, Tungstensteel Coil Block
gregtech:wire_coil:4, HSS-G Coil Block
gregtech:wire_coil:5, Naquadah Coil Block
gregtech:wire_coil:6, Trinium Coil Block
gregtech:wire_coil:7, Tritanium Coil Block
gregtech:fusion_casing:0, Superconducting Coil Block
gregtech:fusion_casing:1, Fusion Coil Block
gregtech:fusion_casing:2, Fusion Machine Casing
gregtech:fusion_casing:3, Fusion Machine Casing MK II
gregtech:fusion_casing:4, Fusion Machine Casing MK III
gregtech:warning_sign:0, Yellow Stripes Block
gregtech:warning_sign:1, Yellow Stripes Block
gregtech:warning_sign:2, Radioactive Hazard Sign Block
gregtech:warning_sign:3, Bio Hazard Sign Block
gregtech:warning_sign:4, Explosion Hazard Sign Block
gregtech:warning_sign:5, Fire Hazard Sign Block
gregtech:warning_sign:6, Acid Hazard Sign Block
gregtech:warning_sign:7, Magic Hazard Sign Block
gregtech:warning_sign:8, Frost Hazard Sign Block
gregtech:warning_sign:9, Noise Hazard Sign Block
gregtech:warning_sign:10, Generic Hazard Sign Block
gregtech:warning_sign:11, High Voltage Hazard Sign Block
gregtech:warning_sign:12, Magnetic Hazard Sign Block
gregtech:warning_sign:13, Antimatter Hazard Sign Block
gregtech:warning_sign:14, High Temperature Hazard Sign Block
gregtech:warning_sign:15, Void Hazard Sign Block
gregtech:warning_sign_1:0, Mob Spawner Hazard Sign Block
gregtech:warning_sign_1:1, Spatial Storage Hazard Sign Block
gregtech:warning_sign_1:2, Laser Hazard Sign Block
gregtech:warning_sign_1:3, Mob Infestation Hazard Sign Block
gregtech:warning_sign_1:4, Boss Hazard Sign Block
gregtech:warning_sign_1:5, Gregification Hazard Sign Block
gregtech:warning_sign_1:6, Non-Standard Causality Hazard Sign Block
gregtech:warning_sign_1:7, Automated Defenses Hazard Sign Block
gregtech:warning_sign_1:8, High Pressure Hazard Sign Block
gregtech:asphalt:0, Asphalt
gregtech:stone_smooth:0, Black Granite
gregtech:stone_smooth:1, Red Granite
gregtech:stone_smooth:2, Marble
gregtech:stone_smooth:3, Basalt
gregtech:stone_smooth:4, Light Concrete
gregtech:stone_smooth:5, Dark Concrete
gregtech:stone_cobble:0, Black Granite Cobblestone
gregtech:stone_cobble:1, Red Granite Cobblestone
gregtech:stone_cobble:2, Marble Cobblestone
gregtech:stone_cobble:3, Basalt Cobblestone
gregtech:stone_cobble:4, Light Concrete Cobblestone
gregtech:stone_cobble:5, Dark Concrete Cobblestone
gregtech:stone_cobble_mossy:0, Mossy Black Granite Cobblestone
gregtech:stone_cobble_mossy:1, Mossy Red Granite Cobblestone
gregtech:stone_cobble_mossy:2, Mossy Marble Cobblestone
gregtech:stone_cobble_mossy:3, Mossy Basalt Cobblestone
gregtech:stone_cobble_mossy:4, Mossy Light Concrete Cobblestone
gregtech:stone_cobble_mossy:5, Mossy Dark Concrete Cobblestone
gregtech:stone_polished:0, Polished Black Granite
gregtech:stone_polished:1, Polished Red Granite
gregtech:stone_polished:2, Polished Marble
gregtech:stone_polished:3, Polished Basalt
gregtech:stone_polished:4, Polished Light Concrete
gregtech:stone_polished:5, Polished Dark Concrete
gregtech:stone_bricks:0, Black Granite Bricks
gregtech:stone_bricks:1, Red Granite Bricks
gregtech:stone_bricks:2, Marble Bricks
gregtech:stone_bricks:3, Basalt Bricks
gregtech:stone_bricks:4, Light Concrete Bricks
gregtech:stone_bricks:5, Dark Concrete Bricks
gregtech:stone_bricks_cracked:0, Cracked Black Granite Bricks
gregtech:stone_bricks_cracked:1, Cracked Red Granite Bricks
gregtech:stone_bricks_cracked:2, Cracked Marble Bricks
gregtech:stone_bricks_cracked:3, Cracked Basalt Bricks
gregtech:stone_bricks_cracked:4, Cracked Light Concrete Bricks
gregtech:stone_bricks_cracked:5, Cracked Dark Concrete Bricks
gregtech:stone_bricks_mossy:0, Mossy Black Granite Bricks
gregtech:stone_bricks_mossy:1, Mossy Red Granite Bricks
gregtech:stone_bricks_mossy:2, Mossy Marble Bricks
gregtech:stone_bricks_mossy:3, Mossy Basalt Bricks
gregtech:stone_bricks_mossy:4, Mossy Light Concrete Bricks
gregtech:stone_bricks_mossy:5, Mossy Dark Concrete Bricks
gregtech:stone_chiseled:0, Chiseled Black Granite
gregtech:stone_chiseled:1, Chiseled Red Granite
gregtech:stone_chiseled:2, Chiseled Marble
gregtech:stone_chiseled:3, Chiseled Basalt
gregtech:stone_chiseled:4, Chiseled Light Concrete
gregtech:stone_chiseled:5, Chiseled Dark Concrete
gregtech:stone_tiled:0, Black Granite Tiles
gregtech:stone_tiled:1, Red Granite Tiles
gregtech:stone_tiled:2, Marble Tiles
gregtech:stone_tiled:3, Basalt Tiles
gregtech:stone_tiled:4, Light Concrete Tiles
gregtech:stone_tiled:5, Dark Concrete Tiles
gregtech:stone_tiled_small:0, Small Black Granite Tiles
gregtech:stone_tiled_small:1, Small Red Granite Tiles
gregtech:stone_tiled_small:2, Small Marble Tiles
gregtech:stone_tiled_small:3, Small Basalt Tiles
gregtech:stone_tiled_small:4, Small Light Concrete Tiles
gregtech:stone_tiled_small:5, Small Dark Concrete Tiles
gregtech:stone_bricks_small:0, Small Black Granite Bricks
gregtech:stone_bricks_small:1, Small Red Granite Bricks
gregtech:stone_bricks_small:2, Small Marble Bricks
gregtech:stone_bricks_small:3, Small Basalt Bricks
gregtech:stone_bricks_small:4, Small Light Concrete Bricks
gregtech:stone_bricks_small:5, Small Dark Concrete Bricks
gregtech:stone_windmill_a:0, Black Granite Windmill Tiles A
gregtech:stone_windmill_a:1, Red Granite Windmill Tiles A
gregtech:stone_windmill_a:2, Marble Windmill Tiles A
gregtech:stone_windmill_a:3, Basalt Windmill Tiles A
gregtech:stone_windmill_a:4, Light Concrete Windmill Tiles A
gregtech:stone_windmill_a:5, Dark Concrete Windmill Tiles A
gregtech:stone_windmill_b:0, Black Granite Windmill Tiles B
gregtech:stone_windmill_b:1, Red Granite Windmill Tiles B
gregtech:stone_windmill_b:2, Marble Windmill Tiles B
gregtech:stone_windmill_b:3, Basalt Windmill Tiles B
gregtech:stone_windmill_b:4, Light Concrete Windmill Tiles B
gregtech:stone_windmill_b:5, Dark Concrete Windmill Tiles B
gregtech:stone_bricks_square:0, Square Black Granite Bricks
gregtech:stone_bricks_square:1, Square Red Granite Bricks
gregtech:stone_bricks_square:2, Square Marble Bricks
gregtech:stone_bricks_square:3, Square Basalt Bricks
gregtech:stone_bricks_square:4, Square Light Concrete Bricks
gregtech:stone_bricks_square:5, Square Dark Concrete Bricks
gregtech:planks:0, Rubber Wood Planks
gregtech:planks:1, Treated Wood Planks
gregtech:brittle_charcoal, Brittle Charcoal
gregtech:rubber_log, Rubber Wood
gregtech:rubber_leaves, Rubber Tree Leaves
gregtech:rubber_sapling, Rubber Tree Sapling
gregtech:meta_block_compressed_62:8, Block of Silicone Rubber
gregtech:meta_block_compressed_62:12, Block of Styrene-Butadiene Rubber
gregtech:meta_block_compressed_62:14, Block of Fiber-Reinforced Epoxy Resin
gregtech:meta_block_compressed_62:15, Block of Polyvinyl Chloride (PVC)
gregtech:meta_block_compressed_16:0, Block of Battery Alloy
gregtech:meta_block_compressed_16:1, Block of Blue Topaz
gregtech:meta_block_compressed_16:3, Block of Brass
gregtech:meta_block_compressed_16:4, Block of Bronze
gregtech:meta_block_compressed_16:10, Block of Charcoal
gregtech:meta_block_compressed_16:12, Block of Cinnabar
gregtech:meta_block_compressed_22:2, Block of Indium Gallium Phosphide
gregtech:meta_block_compressed_22:3, Block of Nickel Zinc Ferrite
gregtech:meta_block_compressed_22:13, Block of Realgar
gregtech:meta_block_compressed_66:12, Block of Rubber
gregtech:meta_block_compressed_127:3, Block of Magnetic Steel
gregtech:meta_block_compressed_127:4, Block of Vanadiumsteel
gregtech:meta_block_compressed_127:5, Block of Potin
gregtech:meta_block_compressed_127:6, Block of Borosilicate Glass
gregtech:meta_block_compressed_127:10, Block of Naquadah Alloy
gregtech:meta_block_compressed_63:0, Block of Polyphenylene Sulfide
gregtech:meta_block_compressed_63:2, Block of Polybenzimidazole (PBI)
gregtech:meta_block_compressed_63:4, Block of Polyethylene (PE)
gregtech:meta_block_compressed_63:5, Block of Epoxy Resin
gregtech:meta_block_compressed_63:7, Block of Polycaprolactam
gregtech:meta_block_compressed_63:8, Block of Polytetrafluoroethylene (PTFE)
gregtech:meta_block_compressed_63:9, Block of Sugar
gregtech:meta_block_compressed_24:1, Block of Malachite
gregtech:meta_block_compressed_24:11, Block of Magnetic Iron
gregtech:meta_block_compressed_24:12, Block of Tungstencarbide
gregtech:meta_block_compressed_5:0, Block of Platinum
gregtech:meta_block_compressed_5:1, Block of Plutonium 239
gregtech:meta_block_compressed_5:2, Block of Plutonium 241
gregtech:meta_block_compressed_5:10, Block of Rhodium
gregtech:meta_block_compressed_5:13, Block of Ruthenium
gregtech:meta_block_compressed_5:15, Block of Samarium
gregtech:meta_block_compressed_7:0, Block of Tin
gregtech:meta_block_compressed_7:1, Block of Titanium
gregtech:meta_block_compressed_7:3, Block of Tungsten
gregtech:meta_block_compressed_7:4, Block of Uranium 238
gregtech:meta_block_compressed_7:5, Block of Uranium 235
gregtech:meta_block_compressed_7:6, Block of Vanadium
gregtech:meta_block_compressed_7:9, Block of Yttrium
gregtech:meta_block_compressed_7:10, Block of Zinc
gregtech:meta_block_compressed_7:12, Block of Naquadah
gregtech:meta_block_compressed_7:13, Block of Enriched Naquadah
gregtech:meta_block_compressed_7:14, Block of Naquadria
gregtech:meta_block_compressed_7:15, Block of Neutronium
gregtech:meta_block_compressed_20:0, Block of Soldering Alloy
gregtech:meta_block_compressed_20:1, Block of Spessartine
gregtech:meta_block_compressed_20:3, Block of Stainless Steel
gregtech:meta_block_compressed_20:4, Block of Steel
gregtech:meta_block_compressed_20:8, Block of Tin Alloy
gregtech:meta_block_compressed_20:9, Block of Topaz
gregtech:meta_block_compressed_20:11, Block of Ultimet
gregtech:meta_block_compressed_20:13, Block of Uvarovite
gregtech:meta_block_compressed_20:14, Block of Vanadium-Gallium
gregtech:meta_block_compressed_20:15, Block of Wrought Iron
gregtech:meta_block_compressed_128:1, Block of Flint
gregtech:meta_block_compressed_128:14, Block of Rhodium Plated Palladium
gregtech:meta_block_compressed_19:4, Block of Pyrope
gregtech:meta_block_compressed_19:5, Block of Rock Salt
gregtech:meta_block_compressed_19:6, Block of Ruridit
gregtech:meta_block_compressed_19:7, Block of Ruby
gregtech:meta_block_compressed_19:8, Block of Salt
gregtech:meta_block_compressed_19:10, Block of Sapphire
gregtech:meta_block_compressed_19:12, Block of Sodalite
gregtech:meta_block_compressed_19:15, Block of Coke
gregtech:meta_block_compressed_1:6, Block of Chrome
gregtech:meta_block_compressed_1:7, Block of Cobalt
gregtech:meta_block_compressed_1:9, Block of Copper
gregtech:meta_block_compressed_1:11, Block of Darmstadtium
gregtech:meta_block_compressed_18:0, Block of Kanthal
gregtech:meta_block_compressed_18:1, Block of Lazurite
gregtech:meta_block_compressed_18:2, Block of Magnalium
gregtech:meta_block_compressed_18:6, Block of Nichrome
gregtech:meta_block_compressed_18:7, Block of Niobium Nitride
gregtech:meta_block_compressed_18:8, Block of Niobium-Titanium
gregtech:meta_block_compressed_18:12, Block of Sterling Silver
gregtech:meta_block_compressed_18:13, Block of Rose Gold
gregtech:meta_block_compressed_18:14, Block of Black Bronze
gregtech:meta_block_compressed_18:15, Block of Bismuth Bronze
gregtech:meta_block_compressed_26:0, Block of Enderpearl
gregtech:meta_block_compressed_26:2, Block of Magnetic Neodymium
gregtech:meta_block_compressed_26:7, Block of Magnetic Samarium
gregtech:meta_block_compressed_26:8, Block of Manganese Phosphide
gregtech:meta_block_compressed_26:9, Block of Magnesium Diboride
gregtech:meta_block_compressed_26:10, Block of Mercury Barium Calcium Cuprate
gregtech:meta_block_compressed_26:11, Block of Uranium Triplatinum
gregtech:meta_block_compressed_26:12, Block of Samarium Iron Arsenic Oxide
gregtech:meta_block_compressed_26:13, Block of Indium Tin Barium Titanium Cuprate
gregtech:meta_block_compressed_26:14, Block of Uranium Rhodium Dinaquadide
gregtech:meta_block_compressed_26:15, Block of Enriched Naquadah Trinium Europium Duranide
gregtech:meta_block_compressed_100:2, Block of Nether Star
gregtech:meta_block_compressed_4:0, Block of Molybdenum
gregtech:meta_block_compressed_4:2, Block of Neodymium
gregtech:meta_block_compressed_4:5, Block of Nickel
gregtech:meta_block_compressed_4:7, Block of Niobium
gregtech:meta_block_compressed_4:11, Block of Osmium
gregtech:meta_block_compressed_4:13, Block of Palladium
gregtech:meta_block_compressed_126:0, Block of Red Garnet
gregtech:meta_block_compressed_126:1, Block of Yellow Garnet
gregtech:meta_block_compressed_126:13, Block of Monazite
gregtech:meta_block_compressed_157:4, Block of HSS-G
gregtech:meta_block_compressed_157:5, Block of Red Alloy
gregtech:meta_block_compressed_157:7, Block of HSS-E
gregtech:meta_block_compressed_157:8, Block of HSS-S
gregtech:meta_block_compressed_157:15, Block of Blue Alloy
gregtech:meta_block_compressed_2:1, Block of Europium
gregtech:meta_block_compressed_2:7, Block of Gallium
gregtech:meta_block_compressed_125:4, Block of Olivine
gregtech:meta_block_compressed_125:5, Block of Opal
gregtech:meta_block_compressed_125:6, Block of Amethyst
gregtech:meta_block_compressed_125:10, Block of Apatite
gregtech:meta_block_compressed_125:11, Block of Black Steel
gregtech:meta_block_compressed_125:12, Block of Damascus Steel
gregtech:meta_block_compressed_125:13, Block of Tungstensteel
gregtech:meta_block_compressed_125:14, Block of Cobalt Brass
gregtech:meta_block_compressed_8:0, Block of Tritanium
gregtech:meta_block_compressed_8:1, Block of Duranium
gregtech:meta_block_compressed_8:2, Block of Trinium
gregtech:meta_block_compressed_156:12, Block of Endereye
gregtech:meta_block_compressed_156:14, Block of Red Steel
gregtech:meta_block_compressed_156:15, Block of Blue Steel
gregtech:meta_block_compressed_6:3, Block of Silicon
gregtech:meta_block_compressed_6:4, Block of Silver
gregtech:meta_block_compressed_6:8, Block of Tantalum
gregtech:meta_block_compressed_6:13, Block of Thorium
gregtech:meta_block_compressed_17:2, Block of Cupronickel
gregtech:meta_block_compressed_17:5, Block of Electrum
gregtech:meta_block_compressed_17:9, Block of Green Sapphire
gregtech:meta_block_compressed_17:10, Block of Grossular
gregtech:meta_block_compressed_17:13, Block of Rutile
gregtech:meta_block_compressed_17:15, Block of Invar
gregtech:meta_block_compressed_0:2, Block of Aluminium
gregtech:meta_block_compressed_0:3, Block of Americium
gregtech:meta_block_compressed_0:4, Block of Antimony
gregtech:meta_block_compressed_0:10, Block of Beryllium
gregtech:meta_block_compressed_0:11, Block of Bismuth
gregtech:meta_block_compressed_3:0, Block of Indium
gregtech:meta_block_compressed_3:2, Block of Iridium
gregtech:meta_block_compressed_3:7, Block of Lead
gregtech:meta_block_compressed_3:13, Block of Manganese
gregtech:meta_block_compressed_13:6, Block of Certus Quartz
gregtech:meta_block_compressed_21:2, Block of Yttrium Barium Cuprate
gregtech:meta_block_compressed_21:4, Block of Quartzite
gregtech:meta_block_compressed_21:8, Block of Osmiridium
gregtech:meta_block_compressed_21:15, Block of Gallium Arsenide
gregtech:meta_block_compressed_15:10, Block of Almandine
gregtech:meta_block_compressed_15:11, Block of Andradite
gregtech:meta_block_compressed_15:12, Block of Annealed Copper
gregtech:meta_block_compressed_27:0, Block of Ruthenium Trinium Americium Neutronate
gregtech:meta_block_compressed_2000:0, Block of Fluix Crystal
gregtech:meta_block_compressed_67:2, Block of Polyvinyl Butyral
gregtech:meta_block_frame_101:1, Wood Frame Box
gregtech:meta_block_frame_127:10, Naquadah Alloy Frame Box
gregtech:meta_block_frame_16:4, Bronze Frame Box
gregtech:meta_block_frame_125:11, Black Steel Frame Box
gregtech:meta_block_frame_125:13, Tungstensteel Frame Box
gregtech:meta_block_frame_103:0, Treated Wood Frame Box
gregtech:meta_block_frame_63:8, Polytetrafluoroethylene (PTFE) Frame Box
gregtech:meta_block_frame_157:4, HSS-G Frame Box
gregtech:meta_block_frame_157:7, HSS-E Frame Box
gregtech:meta_block_frame_157:8, HSS-S Frame Box
gregtech:meta_block_frame_7:1, Titanium Frame Box
gregtech:meta_block_frame_7:15, Neutronium Frame Box
gregtech:meta_block_frame_0:2, Aluminium Frame Box
gregtech:meta_block_frame_20:3, Stainless Steel Frame Box
gregtech:meta_block_frame_20:4, Steel Frame Box
gregtech:meta_block_frame_156:15, Blue Steel Frame Box
gregtech:meta_block_frame_2:1, Europium Frame Box
gregtech:meta_block_frame_8:0, Tritanium Frame Box
gregtech:meta_block_frame_17:15, Invar Frame Box
simplecobblegen:cobblegen, Simple Cobblestone Generator
storagedrawers:basicdrawers:0, Basic Drawer
storagedrawers:basicdrawers:0, Basic Drawer
storagedrawers:basicdrawers:0, Basic Drawer
storagedrawers:basicdrawers:0, Basic Drawer
storagedrawers:basicdrawers:0, Basic Drawer
storagedrawers:basicdrawers:0, Basic Drawer
storagedrawers:basicdrawers:1, Basic Drawers 1x2
storagedrawers:basicdrawers:1, Basic Drawers 1x2
storagedrawers:basicdrawers:1, Basic Drawers 1x2
storagedrawers:basicdrawers:1, Basic Drawers 1x2
storagedrawers:basicdrawers:1, Basic Drawers 1x2
storagedrawers:basicdrawers:1, Basic Drawers 1x2
storagedrawers:basicdrawers:2, Basic Drawers 2x2
storagedrawers:basicdrawers:2, Basic Drawers 2x2
storagedrawers:basicdrawers:2, Basic Drawers 2x2
storagedrawers:basicdrawers:2, Basic Drawers 2x2
storagedrawers:basicdrawers:2, Basic Drawers 2x2
storagedrawers:basicdrawers:2, Basic Drawers 2x2
storagedrawers:basicdrawers:3, Half Drawers 1x2
storagedrawers:basicdrawers:3, Half Drawers 1x2
storagedrawers:basicdrawers:3, Half Drawers 1x2
storagedrawers:basicdrawers:3, Half Drawers 1x2
storagedrawers:basicdrawers:3, Half Drawers 1x2
storagedrawers:basicdrawers:3, Half Drawers 1x2
storagedrawers:basicdrawers:4, Half Drawers 2x2
storagedrawers:basicdrawers:4, Half Drawers 2x2
storagedrawers:basicdrawers:4, Half Drawers 2x2
storagedrawers:basicdrawers:4, Half Drawers 2x2
storagedrawers:basicdrawers:4, Half Drawers 2x2
storagedrawers:basicdrawers:4, Half Drawers 2x2
storagedrawers:keybutton:0, Drawer Key Button
storagedrawers:keybutton:1, Concealment Key Button
storagedrawers:keybutton:2, Personal Key Button
storagedrawers:keybutton:3, Quantify Key Button
storagedrawers:controller, Drawer Controller
storagedrawers:controllerslave, Controller Slave
storagedrawers:trim:0, Oak Trim
storagedrawers:trim:1, Spruce Trim
storagedrawers:trim:2, Birch Trim
storagedrawers:trim:3, Jungle Trim
storagedrawers:trim:4, Acacia Trim
storagedrawers:trim:5, Dark Oak Trim
storagedrawers:framingtable, Framing Table
storagedrawers:customdrawers:0, Framed Drawer
storagedrawers:customdrawers:1, Framed Drawers 1x2
storagedrawers:customdrawers:2, Framed Drawers 2x2
storagedrawers:customdrawers:3, Framed Half Drawers 1x2
storagedrawers:customdrawers:4, Framed Half Drawers 2x2
